original_title,genres,actor1,actor2,director,popularity,release_date,vote_average,vote_count,production_companies,budget_adj,revenue_adj,release_year,runtime,id,imdb_id
Van Helsing: The London Assignment,Action,Hugh Jackman,Robbie Coltrane,Sharon Bridgeman,0.504166,5/11/04,5.9,38,Universal Pictures,36465392.87917733,113802822.54054782,2004,30,7092,tt0406310
The Forgotten,Crime,Julianne Moore,Anthony Edwards,Joseph Ruben,0.49851,9/24/04,5.4,180,Revolution Studios,48486706.792110205,135734652.11018702,2004,91,10145,tt0356618
Surviving Christmas,Comedy,Ben Affleck,James Gandolfini,Mike Mitchell,0.49419700000000005,9/21/04,5.0,48,DreamWorks SKG,51950042.9915466,17078431.1733506,2004,91,15566,tt0252028
The Libertine,Drama,Johnny Depp,Samantha Morton,Laurence Dunmore,0.482163,9/16/04,5.7,59,First Choice Films,36465392.87917733,113802822.54054782,2004,114,7548,tt0375920
If Only,Fantasy,Jennifer Love Hewitt,Paul Nicholls,Gil Junger,0.478125,1/23/04,6.3,81,Intermedia Films,36465392.87917733,113802822.54054782,2004,92,15775,tt0332136
Head in the Clouds,Drama,Charlize Theron,PenÃ©lope Cruz,John Duigan,0.47802,4/29/04,5.9,20,Spice Factory,36465392.87917733,113802822.54054782,2004,121,18804,tt0338097
In Good Company,Comedy,Topher Grace,Scarlett Johansson,Paul Weitz,0.47558900000000004,12/29/04,5.8,112,Depth of Field,36465392.87917733,113802822.54054782,2004,109,1901,tt0385267
Ladies in Lavender,Drama,Judi Dench,Maggie Smith,Charles Dance,0.466384,6/14/04,6.4,14,,36465392.87917733,23524220.4953771,2004,104,9528,tt0377084
Vera Drake,Crime,Imelda Staunton,Sally Hawkins,Mike Leigh,0.45972399999999997,10/22/04,6.1,28,Ingenious Film Partners,12698899.3979336,113802822.54054782,2004,125,11109,tt0383694
In Enemy Hands,Action,William H. Macy,Scott Caan,Tony Giglio,0.457793,1/1/04,5.9,14,,6234005.1589856,113802822.54054782,2004,94,23592,tt0316824
The Librarian: Quest for the Spear,Thriller,Noah Wyle,Sonya Walger,Peter Winther,0.455625,12/5/04,5.9,84,Electric Entertainment,36465392.87917733,113802822.54054782,2004,106,14207,tt0412915
Wake of Death,Action,Jean-Claude Van Damme,Simon Yam,Philippe Martinez,0.45065500000000003,12/28/04,4.5,21,,36465392.87917733,113802822.54054782,2004,91,14172,tt0367478
Autobahnraser,Action,Luke Wilkins,Alexandra Neldel,Michael Keusch,0.45027399999999995,2/19/04,4.9,10,,8312006.87864747,113802822.54054782,2004,87,11930,tt0391774
Flight of the Phoenix,Action,Dennis Quaid,Tyrese Gibson,John Moore,0.43984799999999996,12/17/04,5.4,149,Twentieth Century Fox Film Corporation,51950042.9915466,24253951.2048253,2004,113,11866,tt0377062
Beyond the Sea,Drama,Kevin Spacey,Kate Bosworth,Kevin Spacey,0.43893999999999994,12/17/04,6.2,29,Lionsgate,26552244.195679396,113802822.54054782,2004,118,6478,tt0363473
Godsend,Drama,Greg Kinnear,Rebecca Romijn,Nick Hamm,0.43374799999999997,4/30/04,4.7,60,Lions Gate Films,28861134.995303698,34765530.9848527,2004,102,11058,tt0335121
Noel,Drama,Susan Sarandon,Alan Arkin,Chazz Palminteri,0.430458,11/12/04,5.5,27,Code Entertainment,36465392.87917733,113802822.54054782,2004,96,41171,tt0383534
It's All Gone Pete Tong,Drama,Paul Kaye,Kate Magowan,Michael Dowse,0.42941899999999994,9/12/04,6.8,19,,2308890.79962429,139249.204125341,2004,90,12109,tt0388139
Friday Night Lights,Drama,Billy Bob Thornton,Lucas Black,Peter Berg,0.42915699999999996,10/8/04,7.2,87,Universal Studios,34633361.994364396,70716616.20970641,2004,118,13416,tt0390022
The Ladykillers,Comedy,Tom Hanks,Irma P. Hall,Ethan Coen|Joel Coen,0.42884300000000003,3/25/04,5.8,203,Mike Zoss Productions,36465392.87917733,113802822.54054782,2004,104,5516,tt0335245
Melinda and Melinda,Comedy,Chiwetel Ejiofor,Will Ferrell,Woody Allen,0.42566499999999996,10/29/04,5.8,49,Fox Searchlight Pictures,36465392.87917733,23187988.2726818,2004,100,9688,tt0378947
Raising Helen,Drama,Kate Hudson,John Corbett,Garry Marshall,0.42437600000000003,5/27/04,5.9,111,Touchstone Pictures,57722269.990607396,57397421.7539996,2004,119,4599,tt0350028
The Merchant of Venice,Drama,Al Pacino,Jeremy Irons,Michael Radford,0.424196,9/3/04,6.3,72,Movision,36465392.87917733,113802822.54054782,2004,138,11162,tt0379889
A Good Woman,Comedy,Helen Hunt,Scarlett Johansson,Mike Barker,0.42403599999999997,1/1/04,5.9,23,Beyond Films,36465392.87917733,113802822.54054782,2004,94,15184,tt0379306
She Hate Me,Comedy,Anthony Mackie,Kerry Washington,Spike Lee,0.422767,7/30/04,5.2,13,,9235563.19849719,421527.266615009,2004,138,20912,tt0384533
Paparazzi,Action,Cole Hauser,Robin Tunney,Paul Abascal,0.41941999999999996,9/3/04,5.9,28,20th Century Fox,23088907.9962429,19170446.7057207,2004,84,15644,tt0338325
Hawking,TV Movie,Benedict Cumberbatch,Alice Eve,Philip Martin,0.40923000000000004,4/13/04,6.5,21,British Broadcasting Corporation (BBC),36465392.87917733,113802822.54054782,2004,90,34843,tt0395571
Laws of Attraction,Action,Pierce Brosnan,Julianne Moore,Peter Howitt,0.408507,4/4/04,5.6,62,New Line Cinema,36465392.87917733,113802822.54054782,2004,90,11141,tt0323033
Raise Your Voice,Music,Hilary Duff,Oliver James,Sean McNamara,0.405459,8/10/04,5.9,110,New Line Cinema,17316680.997182198,17163733.1439427,2004,103,14024,tt0361696
Ring of the Nibelungs,Action,Benno FÃ¼rmann,Alicia Witt,Uli Edel,0.3994,11/19/04,6.2,24,FilmFernsehFonds Bayern,26552244.195679396,113802822.54054782,2004,184,11188,tt0387541
L'enquÃªte corse,Comedy,Christian Clavier,Jean Reno,Alain BerbÃ©rian,0.383764,10/6/04,5.8,45,Gaumont,36465392.87917733,113802822.54054782,2004,92,39386,tt0380349
Vanity Fair,Drama,Reese Witherspoon,James Purefoy,Mira Nair,0.383044,9/1/04,5.5,36,Alliance Films,26552244.195679396,18614105.6142065,2004,141,11632,tt0241025
Balto III: Wings of Change,Family,Sean Astin,Jodi Benson,Phil Weinstein,0.382469,4/14/04,7.1,35,Universal Cartoon Studios,36465392.87917733,113802822.54054782,2004,76,34942,tt0423849
Kinsey,Drama,Liam Neeson,Laura Linney,Bill Condon,0.37349699999999997,9/4/04,6.3,57,Fox Searchlight Pictures,36465392.87917733,113802822.54054782,2004,118,11184,tt0362269
Deux frÃ¨res,Adventure,MaÃ¯ Anh Le,Guy Pearce,Jean-Jacques Annaud,0.372046,4/7/04,6.8,106,PathÃ© Renn Productions,86006182.286005,71774237.1193908,2004,109,1997,tt0338512
The Assassination of Richard Nixon,Drama,Sean Penn,Naomi Watts,Niels Mueller,0.368883,5/17/04,6.1,42,Monsoon Pictures,36465392.87917733,4084382.80116478,2004,95,842,tt0364961
Scooby-Doo! and the Loch Ness Monster,Animation,Frank Welker,Casey Kasem,Scott Jeralds|Joe Sichta,0.368223,6/21/04,6.3,14,Hanna-Barbera Productions,36465392.87917733,113802822.54054782,2004,74,12902,tt0418141
Cruel Intentions 3,Drama,Kerr Smith,Kristina Anapau,Scott Ziehl,0.37604899999999997,5/25/04,4.3,29,Columbia TriStar,36465392.87917733,113802822.54054782,2004,85,5460,tt0391891
In My Father's Den,Drama,Matthew Macfadyen,Emily Barclay,Brad McGann,0.354348,6/11/04,7.1,12,IFMD Ltd.,36465392.87917733,113802822.54054782,2004,126,1126,tt0385017
The Clearing,Drama,Robert Redford,Helen Mirren,Pieter Jan Brugge,0.348086,7/2/04,5.6,25,Fox Searchlight Pictures,36465392.87917733,14454578.8075225,2004,95,10742,tt0331952
Metallica: Some Kind of Monster,Documentary,James Hetfield,Lars Ulrich,Joe Berlinger|Bruce Sinofsky,0.347738,1/21/04,6.6,27,,36465392.87917733,113802822.54054782,2004,141,11401,tt0387412
Torque,Action,Martin Henderson,Ice Cube,Joseph Kahn,0.34427800000000003,1/16/04,4.8,69,Village Roadshow Pictures,46177815.9924859,53735043.0054,2004,84,10718,tt0329691
Miracle,Drama,Kurt Russell,Patricia Clarkson,Gavin O'Connor,0.7514460000000001,2/6/04,6.8,81,Walt Disney,32324471.1947401,74399051.1382369,2004,135,14292,tt0349825
The Calcium Kid,Comedy,Orlando Bloom,Michael PeÃ±a,Alex De Rakoff,0.334136,1/1/04,5.5,10,Universal Pictures,36465392.87917733,113802822.54054782,2004,89,31063,tt0330111
Mindhunters,Mystery,LL Cool J,Jonny Lee Miller,Renny Harlin,0.33355500000000005,5/7/04,6.3,173,Avenue Pictures Productions,31170025.794928003,24415168.3504637,2004,106,16617,tt0297284
Mysterious Skin,Drama,Joseph Gordon-Levitt,Brady Corbet,Gregg Araki,0.331378,9/3/04,7.1,109,TLA Releasing,36465392.87917733,1760489.98356993,2004,105,11171,tt0370986
Pride,Drama,Kate Winslet,Sean Bean,John Downer,0.330913,6/21/04,6.4,11,British Broadcasting Corporation (BBC),36465392.87917733,113802822.54054782,2004,90,17452,tt0363908
The Life and Death of Peter Sellers,Drama,Geoffrey Rush,Charlize Theron,Stephen Hopkins,0.33003000000000005,5/21/04,6.7,11,BBC Films,36465392.87917733,113802822.54054782,2004,122,10609,tt0352520
Jack-Jack Attack,Adventure,Bud Luckey,Eli Fucile,Brad Bird,0.329563,12/31/04,7.3,122,Walt Disney Pictures,36465392.87917733,113802822.54054782,2004,5,13932,tt0455565
Iron Jawed Angels,Drama,Hilary Swank,Anjelica Huston,Katja von Garnier,0.329511,1/16/04,6.3,12,,36465392.87917733,113802822.54054782,2004,125,49007,tt0338139
Soul Plane,Comedy,Tom Arnold,Kevin Hart,Jessy Terrero,0.322152,5/28/04,4.8,66,Metro-Goldwyn-Mayer (MGM),18471126.3969943,17111589.154124,2004,86,12657,tt0367085
Le conseguenze dell'amore,Drama,Toni Servillo,Olivia Magnani,Paolo Sorrentino,0.316254,4/24/04,7.3,45,Indigo Film,36465392.87917733,113802822.54054782,2004,100,24653,tt0398883
Club Dread,Comedy,Kevin Heffernan,Jay Chandrasekhar,Jay Chandrasekhar,0.313479,2/27/04,5.1,48,Fox Searchlight Pictures,9812785.89840326,5774137.60619743,2004,104,11217,tt0331953
Haven,Drama,Orlando Bloom,Anthony Mackie,Frank E. Flowers,0.31191399999999997,9/11/04,4.5,18,Yari Film Group,36465392.87917733,113802822.54054782,2004,115,9830,tt0386504
Winnie the Pooh: Springtime with Roo,Animation,Jim Cummings,Ken Sansom,Saul Blinkoff|Elliot M. Bour,0.310343,3/9/04,6.1,10,,36465392.87917733,113802822.54054782,2004,65,16394,tt0384696
Chasing Liberty,Comedy,Mandy Moore,Stark Sands,Andy Cadiff,0.42056800000000005,1/9/04,6.2,86,Alcon Entertainment,26552244.195679396,13.8533447977457,2004,111,14844,tt0360139
Suspect Zero,Crime,Carrie-Anne Moss,Aaron Eckhart,E. Elias Merhige,0.308525,8/27/04,5.1,42,Paramount Pictures,31170025.794928003,15007790.1975579,2004,99,8080,tt0324127
Eros,Drama,Robert Downey Jr.,Alan Arkin,Michelangelo Antonioni|Steven Soderbergh|Wong Kar-wai,0.304514,9/9/04,4.3,10,Block 2 Pictures,36465392.87917733,113802822.54054782,2004,104,39850,tt0343663
The Big Bounce,Comedy,Owen Wilson,Morgan Freeman,George Armitage,0.302104,1/30/04,4.9,40,Warner Bros. Pictures,57722269.990607396,7860099.226891001,2004,88,12634,tt0315824
Dear Frankie,Drama,Gerard Butler,Emily Mortimer,Shona Auerbach,0.24591,5/18/04,6.0,17,Scottish Screen,36465392.87917733,113802822.54054782,2004,105,8981,tt0377752
Fighter in the Wind,Action,Yang Dong-geun,Aya Hirayama,Yang Yun-ho,0.29196700000000003,8/12/04,6.6,10,,6926672.39887289,113802822.54054782,2004,120,21115,tt0416499
The Five People You Meet In Heaven,Drama,Jon Voight,Ellen Burstyn,Lloyd Kramer,0.290518,12/5/04,6.7,15,,36465392.87917733,113802822.54054782,2004,180,30698,tt0400435
Envy,Comedy,Ben Stiller,Jack Black,Barry Levinson,0.287114,4/30/04,4.9,76,Columbia Pictures,46177815.9924859,113802822.54054782,2004,99,10710,tt0326856
The Heart is Deceitful Above All Things,Drama,Asia Argento,Jimmy Bennett,Asia Argento,0.286541,9/15/04,5.6,16,Wild Bunch,85486.6818560896,203359.020513109,2004,98,26579,tt0368774
Mr. 3000,Comedy,Bernie Mac,Angela Bassett,Charles Stone III,0.28644200000000003,6/15/04,5.1,33,Touchstone Pictures,34633361.994364396,25167258.3584155,2004,104,16232,tt0339412
Six Shooter,Comedy,Brendan Gleeson,RÃºaidhrÃ­ Conroy,Martin McDonagh,0.28562600000000005,1/1/04,6.7,15,,230889.07996242898,113802822.54054782,2004,27,25126,tt0425458
Connie and Carla,Comedy,Nia Vardalos,Toni Collette,Michael Lembeck,0.28360599999999997,4/16/04,6.8,16,Universal Pictures,23088907.9962429,13092583.7503959,2004,98,15673,tt0345074
Breakin' All the Rules,Comedy,Jamie Foxx,Morris Chestnut,Daniel Taplitz,0.283493,5/14/04,6.1,14,Screen Gems,36465392.87917733,113802822.54054782,2004,85,16428,tt0349169
The Final Cut,Drama,Robin Williams,Mira Sorvino,Omar Naim,0.282879,10/15/04,5.4,87,Lions Gate Films,36465392.87917733,632681.10246765,2004,95,11099,tt0364343
Spartan,Mystery,Val Kilmer,Derek Luke,David Mamet,0.280074,3/12/04,6.2,44,Epsilon Motion Pictures,22223073.9463838,9365683.04840081,2004,102,11169,tt0360009
Agent Cody Banks 2: Destination London,Comedy,Frankie Muniz,Anthony Anderson,Kevin Allen,0.275919,12/3/04,5.3,80,Splendid Pictures,30015580.3951158,33269956.204959303,2004,100,17047,tt0358349
Johnson Family Vacation,Comedy,Cedric the Entertainer,Vanessa Williams,Christopher Erskin,0.269855,4/7/04,5.3,16,Fox Searchlight Pictures,13853344.7977457,35995048.814569205,2004,97,19084,tt0359517
Frankenfish,Action,Tory Kittles,K. D. Aubert,Mark A.Z. DippÃ©,0.267871,10/9/04,3.9,11,Bayou Film Inc,36465392.87917733,113802822.54054782,2004,84,33641,tt0384833
Riding the Bullet,Drama,Jonathan Jackson,David Arquette,Mick Garris,0.266804,10/15/04,4.2,19,Motion Picture Corporation of America (MPCA),5772226.99906074,113802822.54054782,2004,98,12483,tt0355954
Stage Beauty,Comedy,Claire Danes,Billy Crudup,Richard Eyre,0.26511399999999996,9/3/04,6.7,14,,36465392.87917733,896647.352025497,2004,106,26108,tt0368658
Super Size Me,Documentary,Morgan Spurlock,Daryl Isaacs,Morgan Spurlock,0.263897,1/17/04,6.5,295,Kathbur Pictures,75038.9509877896,32988367.346373305,2004,100,9372,tt0390521
A Home at the End of the World,Romance,Colin Farrell,Dallas Roberts,Michael Mayer,0.369726,7/23/04,6.4,20,Killer Films,7503895.09877896,1788183.97426602,2004,96,18923,tt0359423
Little Black Book,Comedy,Brittany Murphy,Holly Hunter,Nick Hurran,0.252151,8/6/04,5.2,57,Revolution Studios,40405588.9934252,25438010.4380335,2004,111,14846,tt0361841
Rois et reine,Romance,Emmanuelle Devos,Mathieu Amalric,Arnaud Desplechin,0.251797,9/3/04,7.5,10,Why Not Productions,36465392.87917733,113802822.54054782,2004,150,44524,tt0344273
Fat Albert,Comedy,Kenan Thompson,Shedrack Anderson III,Joel Zwick,0.251389,12/12/04,4.3,38,20th Century Fox,36465392.87917733,113802822.54054782,2004,93,15045,tt0396592
Against the Ropes,Romance,Meg Ryan,Tony Shalhoub,Charles S. Dutton,0.25087800000000005,2/20/04,4.8,16,Paramount Pictures,45023370.592673704,7635825.11906949,2004,106,8842,tt0312329
Non ti muovere,Drama,Sergio Castellitto,Claudia Gerini,Sergio Castellitto,0.25048000000000004,3/12/04,6.0,20,,36465392.87917733,13665195.595375098,2004,125,16729,tt0330702
Eating Out,Comedy,Rebekah Kochan,Ryan Carnes,Q. Allan Brocka,0.245917,2/14/04,5.7,20,Ariztical Entertainment,57722.269990607405,113802822.54054782,2004,90,14681,tt0372884
A Love Song for Bobby Long,Drama,John Travolta,Scarlett Johansson,Shainee Gabel,0.24461100000000002,9/2/04,6.7,56,Yari Film Group,36465392.87917733,2125634.13685811,2004,119,9953,tt0369672
Suwingu gÃ¢ruzu,Comedy,Ueno Juri,Yuta Hiraoka,Shinobu Yaguchi,0.24403200000000003,9/11/04,7.0,11,,36465392.87917733,113802822.54054782,2004,105,36592,tt0435434
Employee of the Month,Action,Matt Dillon,Steve Zahn,Mitch Rouse,0.23959,1/17/04,5.7,22,Yari Film Group,36465392.87917733,113802822.54054782,2004,97,11413,tt0362590
Saving Face,Comedy,Michelle Krusiec,Joan Chen,Alice Wu,0.23647100000000001,9/12/04,6.3,14,,36465392.87917733,113802822.54054782,2004,91,19316,tt0384504
Earthsea,Adventure,Shawn Ashmore,Kristin Kreuk,Robert Lieberman,0.45526300000000003,12/13/04,6.1,18,,36465392.87917733,113802822.54054782,2004,180,9795,tt0407384
"Wake Up, Ron Burgundy: The Lost Movie",Comedy,Will Ferrell,Christina Applegate,Adam McKay,0.484325,12/28/04,5.6,34,DreamWorks SKG,36465392.87917733,113802822.54054782,2004,93,9965,tt0423505
A Dirty Shame,Comedy,Tracey Ullman,Johnny Knoxville,John Waters,0.225831,9/12/04,5.5,27,Fine Line Features,17316680.997182198,2209800.13317682,2004,89,13702,tt0365125
Out of Reach,Action,Steven Seagal,Ida Nowakowska,Po-Chih Leong,0.221725,1/1/04,4.3,12,,23088907.9962429,113802822.54054782,2004,88,36272,tt0377100
Modigliani,Drama,Andy GarcÃ­a,Elsa Zylberstein,Mick Davis,0.220759,5/18/04,6.0,13,CoproducciÃ³n GB - USA - Francia - Alemania - Italia- RumanÃ­a,16.162235597370003,113802822.54054782,2004,128,34308,tt0367188
The Football Factory,Drama,Danny Dyer,Neil Maskell,Nick Love,0.21749699999999997,5/13/04,6.9,33,Vertigo Films,36465392.87917733,113802822.54054782,2004,91,10296,tt0385705
Ladder 49,Drama,Joaquin Phoenix,John Travolta,Jay Russell,0.216459,10/1/04,6.0,112,Casey Silver Productions,69266723.9887289,86054330.740295,2004,115,11128,tt0349710
The 24th Day,Drama,James Marsden,Scott Speedman,Tony Piccirillo,0.209896,5/6/04,5.6,10,Nick Stagliano,36465392.87917733,113802822.54054782,2004,96,18165,tt0246404
Halloweentown High,Adventure,Debbie Reynolds,Joey Zimmerman,Mark A.Z. DippÃ©,0.209846,10/8/04,5.4,42,Reel FX Creative Studios,36465392.87917733,113802822.54054782,2004,82,34560,tt0414078
Stuck in the Suburbs,Comedy,Danielle Panabaker,Brenda Song,Savage Steve Holland,0.20981999999999998,7/16/04,5.1,18,,36465392.87917733,113802822.54054782,2004,76,115626,tt0410696
What the #$*! Do We (K)now!?,Documentary,Marlee Matlin,Elaine Hendrix,William Arntz|Betsy Chasse,0.203253,4/23/04,5.9,19,Lord of the Wind,36465392.87917733,11544453.998121401,2004,109,8357,tt0399877
Back to Gaya,Animation,Michael Herbig,Vanessa Petruo,Lenard Fritz Krawinkel|Holger Tappe,0.201053,3/18/04,5.2,16,Ambient Entertainment GmbH,36465392.87917733,113802822.54054782,2004,91,10927,tt0395947
YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo,Adventure,Dan Green,Eric Stuart,Hatsuki Tsuji,0.19252,8/13/04,5.5,47,Konami Corporation Ltd.,36465392.87917733,33675645.6351343,2004,90,11052,tt0403703
LaLehet Al HaMayim,Drama,Lior Ashkenazi,Knut Berger,Eytan Fox,0.192215,2/5/04,6.4,10,Lama Films,1616223.5597370001,113802822.54054782,2004,103,26,tt0352994
Catch That Kid,Family,Kristen Stewart,Corbin Bleu,James Sbardellati|Peter Merwin|Bart Freundlich,0.274886,2/6/04,5.2,45,Fox 2000 Pictures,20780017.1966186,19282544.5084879,2004,92,20483,tt0337917
Il cartaio,Horror,Stefania Rocca,Liam Cunningham,Dario Argento,0.137751,1/2/04,4.9,19,Opera Film Produzione,3001558.03951158,1707473.23302896,2004,103,15483,tt0330691
A Boyfriend for Christmas,Romance,Kelli Williams,Charles Durning,Kevin Connor,0.186574,11/27/04,5.8,10,,36465392.87917733,113802822.54054782,2004,90,26463,tt0385567
The Chronicles of Riddick: Dark Fury,Action,Vin Diesel,Rhiana Griffith,Peter Chung,0.18645899999999999,6/15/04,5.7,114,Universal Pictures,36465392.87917733,113802822.54054782,2004,34,2791,tt0407658
The Woodsman,Drama,Kevin Bacon,David Alan Grier,Nicole Kassell,0.18495,12/24/04,6.4,35,Lee Daniels Entertainment,36465392.87917733,5400963.13070815,2004,87,9692,tt0361127
Le Convoyeur,Action,Albert Dupontel,Jean Dujardin,Nicolas Boukhrief,0.183345,4/14/04,6.4,16,Eskwad,36465392.87917733,113802822.54054782,2004,95,21776,tt0347330
Dead Birds,Horror,Henry Thomas,Patrick Fugit,Alex Turner ( II ),0.18156,1/1/04,5.8,29,Silver Nitrate Pictures,1731668.09971822,113802822.54054782,2004,91,19592,tt0377749
My Summer of Love,Drama,Natalie Press,Emily Blunt,PaweÅ‚ Pawlikowski,0.180015,8/20/04,5.5,33,,36465392.87917733,113802822.54054782,2004,86,9709,tt0382189
Undertow,Drama,Jamie Bell,Kristen Stewart,David Gordon Green,0.175454,5/14/04,5.9,11,,36465392.87917733,165774.896076825,2004,108,16131,tt0360130
Unstoppable,Action,Wesley Snipes,Stuart Wilson,David Carson,0.173273,10/20/04,5.5,15,Millennium Films,36465392.87917733,113802822.54054782,2004,96,23520,tt0349889
Farscape The Peacekeeper Wars,Action,Claudia Black,Ben Browder,Brian Henson,0.16812,1/1/04,6.8,31,Jim Henson Productions,103.90008598309299,113802822.54054782,2004,182,13905,tt0387736
The Door in the Floor,Drama,Jeff Bridges,Kim Basinger,Tod Williams,0.22604899999999997,7/18/04,5.6,19,Revere Pictures,36465392.87917733,113802822.54054782,2004,111,1944,tt0348593
Criminal,Action,John C. Reilly,Diego Luna,Gregory Jacobs,0.166159,10/7/04,6.4,15,2929 Productions,36465392.87917733,113802822.54054782,2004,87,14198,tt0362526
The Toolbox Murders,Mystery,Brent Roam,Angela Bettis,Tobe Hooper,0.164872,11/12/04,5.1,12,Alpine Pictures,36465392.87917733,113802822.54054782,2004,95,16764,tt0367153
Inside I'm Dancing,Drama,James McAvoy,Romola Garai,Damien O'Donnell,0.180954,10/15/04,6.7,30,WT2 Productions,36465392.87917733,113802822.54054782,2004,104,31165,tt0417791
